Date,Open,High,Low,Close,Volume,High-Low,Open-Close
07-08-2002,61.24,61.70,60.00,60.24,6641000,1.70,1.00
06-08-2002,60.75,61.00,60.17,60.39,2859104,0.83,0.36
05-08-2002,61.25,61.48,60.50,60.85,3200256,0.98,0.40
02-08-2002,60.32,61.13,59.79,60.77,3511848,1.34,-0.45
01-08-2002,61.82,62.30,60.72,61.02,4174116,1.58,0.80
31-07-2002,61.70,62.00,60.29,61.24,6339096,1.71,0.46
30-07-2002,62.53,63.25,61.32,61.70,8064196,1.93,0.83
29-07-2002,61.50,62.73,59.69,62.22,11431140,3.04,-0.72
26-07-2002,63.25,63.25,61.02,61.42,6906084,2.23,1.83
25-07-2002,63.50,64.97,62.52,62.89,16837164,2.45,0.61
24-07-2002,63.75,64.17,62.50,62.74,4459964,1.67,1.01
23-07-2002,63.50,64.88,63.20,64.20,4754800,1.68,-0.70
22-07-2002,64.13,64.38,63.52,64.19,3073740,0.86,-0.06
19-07-2002,64.70,65.62,64.25,64.89,4687540,1.37,-0.19
18-07-2002,64.24,65.48,63.52,64.98,3556296,1.96,-0.74
17-07-2002,64.43,64.63,63.00,63.40,7512180,1.63,1.03
16-07-2002,66.50,66.88,64.00,64.28,4625560,2.88,2.22
15-07-2002,66.75,66.75,65.57,66.49,1936356,1.18,0.26
12-07-2002,67.00,67.32,66.09,66.40,2487204,1.23,0.60
11-07-2002,68.75,69.13,66.18,66.33,5275380,2.95,2.42
10-07-2002,69.18,69.75,68.58,69.35,4793684,1.17,-0.17
09-07-2002,67.75,69.67,67.57,69.20,6947932,2.10,-1.45
08-07-2002,69.75,69.75,65.14,67.85,7873740,4.61,1.90
05-07-2002,67.00,67.23,65.53,65.83,3300984,1.70,1.17
04-07-2002,67.75,68.25,66.53,66.70,2077204,1.72,1.05
03-07-2002,66.75,68.30,66.75,67.04,5323780,1.55,-0.29
02-07-2002,67.50,67.98,66.62,66.78,1713856,1.36,0.72
01-07-2002,67.49,68.45,67.00,67.99,1661480,1.45,-0.50
28-06-2002,68.00,68.00,66.88,67.38,3484812,1.12,0.62
27-06-2002,67.07,68.48,66.52,67.92,7009308,1.96,-0.85
26-06-2002,67.25,67.87,66.28,66.78,5679812,1.59,0.47
25-06-2002,69.50,70.43,67.02,68.42,23287356,3.41,1.08
24-06-2002,71.07,71.25,70.27,70.85,1522920,0.98,0.22
21-06-2002,71.63,71.80,70.52,71.03,1758772,1.28,0.60
20-06-2002,71.15,72.13,71.00,71.43,2650572,1.13,-0.28
19-06-2002,70.53,72.20,69.78,71.72,4885988,2.42,-1.19
18-06-2002,71.63,72.25,70.64,70.75,1943940,1.61,0.88
17-06-2002,70.85,71.45,70.63,71.30,1707916,0.82,-0.45
14-06-2002,71.35,71.35,69.88,70.45,2238292,1.47,0.90
13-06-2002,71.98,72.24,71.02,71.18,1599272,1.22,0.80
12-06-2002,72.13,72.44,71.04,71.57,2100428,1.40,0.56
11-06-2002,72.00,72.95,71.70,72.13,4811776,1.25,-0.13
10-06-2002,69.03,71.18,69.03,70.98,4802716,2.15,-1.95
07-06-2002,68.45,69.00,67.95,68.72,2886516,1.05,-0.27
06-06-2002,68.99,69.24,67.65,68.84,4057928,1.59,0.15
05-06-2002,68.65,69.37,68.07,68.52,3969428,1.30,0.13
04-06-2002,67.50,68.75,66.84,68.24,5211416,1.91,-0.74
03-06-2002,66.35,67.98,65.52,67.64,7612216,2.46,-1.29
31-05-2002,65.19,66.50,63.89,66.12,4777288,2.61,-0.93
30-05-2002,66.25,67.47,65.02,65.24,4300924,2.45,1.01
29-05-2002,64.63,66.63,64.63,66.29,3293964,2.00,-1.66
28-05-2002,67.00,67.00,64.53,65.02,3693528,2.47,1.98
27-05-2002,68.75,68.75,66.38,67.40,4982656,2.37,1.35
24-05-2002,64.88,68.38,64.50,67.90,7650852,3.88,-3.02
23-05-2002,64.75,65.00,62.50,63.44,5273632,2.50,1.31
22-05-2002,65.50,66.23,63.78,64.69,5118844,2.45,0.81
21-05-2002,68.75,69.00,62.02,65.60,12932752,6.98,3.15
20-05-2002,71.38,72.50,68.25,68.85,5976952,4.25,2.53
17-05-2002,69.73,71.83,68.82,70.22,7790432,3.01,-0.49
16-05-2002,70.98,70.98,68.75,69.48,2779440,2.23,1.50
15-05-2002,71.14,71.73,70.03,70.79,1738248,1.70,0.35
14-05-2002,71.98,72.13,70.78,71.00,1319912,1.35,0.98
13-05-2002,72.00,72.43,71.28,71.40,2198152,1.15,0.60
10-05-2002,72.92,73.13,71.39,72.14,2022168,1.74,0.78
09-05-2002,73.48,73.50,72.27,72.92,2233912,1.23,0.56
08-05-2002,73.60,73.95,72.17,72.47,4595152,1.78,1.13
07-05-2002,71.77,73.63,71.77,73.30,2370232,1.86,-1.53
06-05-2002,72.50,72.68,71.78,72.33,2744124,0.90,0.17
03-05-2002,71.00,72.42,71.00,72.00,3582424,1.42,-1.00
02-05-2002,70.50,71.50,70.38,71.14,2905828,1.12,-0.64
30-04-2002,67.75,70.00,67.75,69.67,3127728,2.25,-1.92
29-04-2002,72.00,72.13,68.15,68.65,11037336,3.98,3.35
26-04-2002,71.88,72.75,71.38,72.12,2112104,1.37,-0.24
25-04-2002,72.50,72.85,71.35,71.77,3368896,1.50,0.73
24-04-2002,73.25,73.72,72.25,72.42,1801228,1.47,0.83
23-04-2002,73.23,73.70,71.25,72.65,5815128,2.45,0.58
22-04-2002,71.25,72.25,70.14,71.83,4328676,2.11,-0.58
19-04-2002,73.50,73.62,70.63,71.10,5048232,2.99,2.40
18-04-2002,73.02,73.98,72.75,73.07,4193984,1.23,-0.05
17-04-2002,72.53,73.12,72.25,72.53,2315472,0.87,0.00
16-04-2002,73.78,73.84,71.93,72.28,3733124,1.91,1.50
15-04-2002,74.98,74.98,73.29,73.47,1439348,1.69,1.51
12-04-2002,74.75,74.94,74.00,74.60,2238876,0.94,0.15
11-04-2002,74.63,75.13,73.82,74.00,1846388,1.31,0.63
10-04-2002,74.98,75.63,73.53,74.08,5933872,2.10,0.90
09-04-2002,76.00,76.05,74.80,75.00,2407496,1.25,1.00
08-04-2002,76.75,77.09,75.42,75.75,3352500,1.67,1.00
05-04-2002,76.73,77.75,76.18,76.33,6121304,1.57,0.40
04-04-2002,75.50,78.24,75.15,76.15,29085028,3.09,-0.65
03-04-2002,75.92,75.92,74.27,74.63,2519776,1.65,1.29
02-04-2002,75.50,76.13,75.25,75.88,3758616,0.88,-0.38
01-04-2002,75.37,77.10,74.82,75.24,5272468,2.28,0.13
28-03-2002,75.25,75.83,74.38,75.18,4543764,1.45,0.07
27-03-2002,75.25,75.79,73.75,75.09,5878392,2.04,0.16
26-03-2002,75.88,75.88,74.63,75.05,3461652,1.25,0.83
22-03-2002,75.75,76.25,74.25,76.02,4095216,2.00,-0.27
21-03-2002,75.88,76.20,75.29,75.89,2061312,0.91,-0.01
20-03-2002,74.50,76.25,74.50,75.97,6817620,1.75,-1.47
19-03-2002,77.50,77.50,74.75,74.92,3965260,2.75,2.58
18-03-2002,78.00,78.13,76.33,76.64,5325952,1.80,1.36
15-03-2002,74.75,77.35,74.73,77.07,9283012,2.62,-2.32
14-03-2002,74.38,74.55,73.72,74.39,3647516,0.83,-0.01
13-03-2002,73.02,74.73,73.02,73.37,8365408,1.71,-0.35
12-03-2002,74.75,74.98,72.82,73.00,5225200,2.16,1.75
11-03-2002,77.28,77.50,74.32,74.55,9809300,3.18,2.73
08-03-2002,78.50,78.63,76.52,76.72,5092656,2.11,1.78
07-03-2002,77.48,78.70,76.75,78.03,5419644,1.95,-0.55
06-03-2002,78.75,79.13,76.57,76.83,8083792,2.56,1.92
05-03-2002,79.00,79.73,78.00,78.39,8752016,1.73,0.61
04-03-2002,82.25,84.75,77.92,78.24,27127396,6.83,4.01
01-03-2002,76.50,81.00,76.50,80.54,10622400,4.50,-4.04
28-02-2002,82.08,82.50,76.25,76.87,11292268,6.25,5.21
27-02-2002,81.18,82.62,79.65,81.19,17351844,2.97,-0.01
26-02-2002,79.05,81.00,78.89,80.44,6428700,2.11,-1.39
25-02-2002,78.88,79.20,78.15,78.69,1653148,1.05,0.19
22-02-2002,78.13,78.82,78.00,78.70,2161056,0.82,-0.57
21-02-2002,79.75,80.25,78.13,78.44,3116716,2.12,1.31
20-02-2002,78.75,79.95,78.25,79.34,3915300,1.70,-0.59
19-02-2002,81.25,81.25,79.63,80.20,6606720,1.62,1.05
18-02-2002,79.50,80.43,79.08,79.70,8294860,1.35,-0.20
15-02-2002,78.24,79.98,77.88,78.88,9393968,2.10,-0.64
14-02-2002,78.25,79.00,77.68,77.85,4800992,1.32,0.40
13-02-2002,77.25,78.30,77.25,77.45,5237324,1.05,-0.20
12-02-2002,77.98,78.63,76.92,77.32,5061812,1.71,0.66
11-02-2002,78.70,79.20,76.82,77.08,4793056,2.38,1.62
08-02-2002,76.75,78.72,76.57,77.94,11119508,2.15,-1.19
07-02-2002,73.50,79.43,73.20,76.45,19092236,6.23,-2.95
06-02-2002,73.50,74.32,72.50,72.84,12856772,1.82,0.66
05-02-2002,75.23,75.50,73.02,73.47,6121876,2.48,1.76
04-02-2002,75.53,75.98,74.19,75.64,3789264,1.79,-0.11
01-02-2002,75.50,76.25,73.75,74.99,8856144,2.50,0.51
31-01-2002,79.13,79.45,74.34,74.90,15504464,5.11,4.23
30-01-2002,79.53,79.53,77.25,78.52,3534024,2.28,1.01
29-01-2002,78.73,79.60,78.43,79.17,3898496,1.17,-0.44
28-01-2002,78.82,81.00,78.14,78.39,6004508,2.86,0.43
25-01-2002,78.20,78.75,78.15,78.68,1844360,0.60,-0.48
24-01-2002,79.00,79.50,77.83,78.20,2016644,1.67,0.80
23-01-2002,78.25,79.25,77.80,78.65,2107876,1.45,-0.40
22-01-2002,78.50,79.72,77.14,78.03,4673896,2.58,0.47
21-01-2002,78.48,78.75,77.79,78.12,2151532,0.96,0.36
18-01-2002,80.00,81.25,77.18,77.92,6274116,4.07,2.08
17-01-2002,79.75,80.82,78.88,79.48,5500888,1.94,0.27
16-01-2002,80.75,81.63,79.10,80.02,2878576,2.53,0.73
15-01-2002,81.50,82.24,80.09,80.52,4174388,2.15,0.98
14-01-2002,83.00,86.00,80.54,81.28,12266932,5.46,1.72
11-01-2002,81.42,83.88,79.64,82.43,8846800,4.24,-1.01
10-01-2002,82.50,83.75,80.50,80.97,6267412,3.25,1.53
09-01-2002,80.00,83.85,79.25,82.07,16446352,4.60,-2.07
08-01-2002,79.35,81.48,78.75,79.24,5535372,2.73,0.11
07-01-2002,80.25,82.60,79.25,79.89,8733820,3.35,0.36
04-01-2002,74.63,81.50,74.25,79.75,11706784,7.25,-5.12
03-01-2002,76.17,77.00,73.77,74.10,4327716,3.23,2.07
02-01-2002,76.50,76.50,75.25,75.87,2728560,1.25,0.63
01-01-2002,76.75,77.22,75.75,76.32,2018792,1.47,0.43
31-12-2001,75.90,77.23,74.63,76.29,3347676,2.60,-0.39
28-12-2001,75.48,76.13,72.33,75.65,5867652,3.80,-0.17
27-12-2001,76.53,76.63,74.67,75.70,5590256,1.96,0.83
26-12-2001,77.14,78.24,76.00,76.52,2982804,2.24,0.62
24-12-2001,76.75,78.15,76.25,77.79,3135732,1.90,-1.04
21-12-2001,76.88,77.88,76.50,77.65,2729300,1.38,-0.77
20-12-2001,76.59,78.00,75.75,77.62,4845916,2.25,-1.03
19-12-2001,78.73,78.73,76.64,77.18,7672844,2.09,1.55
18-12-2001,77.75,78.24,75.57,77.37,4721312,2.67,0.38
14-12-2001,77.07,78.00,76.57,77.64,3214692,1.43,-0.57
13-12-2001,78.19,79.78,74.00,77.93,9105560,5.78,0.26
12-12-2001,78.23,78.69,77.38,77.79,5119892,1.31,0.44
11-12-2001,78.88,79.45,77.33,77.63,4776284,2.12,1.25
10-12-2001,77.88,79.98,77.52,78.79,4221772,2.46,-0.91
07-12-2001,77.25,78.88,77.25,77.93,6190712,1.63,-0.68
06-12-2001,79.83,80.95,76.45,77.67,8452848,4.50,2.16
05-12-2001,76.23,78.88,76.00,78.54,7990772,2.88,-2.31
04-12-2001,72.50,75.38,72.48,74.87,6223140,2.90,-2.37
03-12-2001,72.53,73.38,71.49,72.67,5162752,1.89,-0.14
29-11-2001,72.88,72.98,71.50,72.45,5432472,1.48,0.43
28-11-2001,73.19,73.50,71.35,72.74,5955056,2.15,0.45
27-11-2001,75.25,76.25,72.50,72.94,5319400,3.75,2.31
26-11-2001,73.93,75.25,73.58,74.63,6841756,1.67,-0.70
23-11-2001,73.75,74.12,71.00,73.05,7343248,3.12,0.70
22-11-2001,73.50,74.57,72.53,72.79,5787240,2.04,0.71
21-11-2001,72.78,75.54,72.05,73.48,9988008,3.49,-0.70
20-11-2001,77.50,77.98,71.90,72.63,7979424,6.08,4.87
19-11-2001,71.38,76.54,71.38,76.30,13522196,5.16,-4.92
15-11-2001,68.50,69.95,68.02,69.59,6705316,1.93,-1.09
14-11-2001,68.25,68.87,67.65,68.35,1950004,1.22,-0.10
13-11-2001,65.85,67.48,65.85,67.09,6183256,1.63,-1.24
12-11-2001,66.34,67.29,65.88,66.45,4013084,1.41,-0.11
09-11-2001,65.60,66.60,65.29,66.03,5637336,1.31,-0.43
08-11-2001,65.00,65.75,63.03,65.29,6604668,2.72,-0.29
07-11-2001,66.07,66.75,64.13,64.64,3949612,2.62,1.43
06-11-2001,66.38,66.70,64.67,65.82,6095800,2.03,0.56
05-11-2001,65.63,65.95,64.33,65.39,5219344,1.62,0.24
02-11-2001,65.63,67.25,65.05,65.54,7713608,2.20,0.09
01-11-2001,64.25,65.68,63.89,64.95,8015744,1.79,-0.70
31-10-2001,62.50,64.42,62.17,63.85,16311604,2.25,-1.35
30-10-2001,63.80,64.48,62.79,63.14,6377432,1.69,0.66
29-10-2001,67.00,67.52,64.50,64.97,5798688,3.02,2.03
25-10-2001,66.47,67.33,65.39,65.97,4477996,1.94,0.50
24-10-2001,69.25,69.38,65.97,66.37,8778488,3.41,2.88
23-10-2001,68.50,69.45,68.28,68.73,4944552,1.17,-0.23
22-10-2001,69.95,70.64,67.54,67.99,7527768,3.10,1.96
19-10-2001,68.88,69.75,68.29,69.37,7541492,1.46,-0.49
18-10-2001,70.00,70.25,68.17,68.73,7415972,2.08,1.27
17-10-2001,69.35,71.73,68.77,71.18,10993876,2.96,-1.83
16-10-2001,68.29,69.25,67.82,68.12,10560912,1.43,0.17
15-10-2001,66.75,69.20,65.77,68.65,11569116,3.43,-1.90
12-10-2001,67.25,68.20,66.53,66.88,16708656,1.67,0.37
11-10-2001,63.75,67.43,63.75,66.13,14771600,3.68,-2.38
10-10-2001,62.89,65.88,62.89,64.20,15109112,2.99,-1.31
09-10-2001,63.64,64.50,62.28,63.18,20864756,2.22,0.46
08-10-2001,61.25,63.89,60.50,63.35,16608872,3.39,-2.10
05-10-2001,62.50,64.50,60.89,63.03,12571324,3.61,-0.53
04-10-2001,62.18,63.98,60.92,61.82,31434344,3.06,0.36
03-10-2001,65.00,65.45,60.53,61.55,19998848,4.92,3.45
01-10-2001,67.00,67.75,63.38,65.10,34003500,4.37,1.90
28-09-2001,61.25,66.47,59.50,66.47,26508316,6.97,-5.22
27-09-2001,57.25,61.20,57.13,60.43,23827872,4.07,-3.18
26-09-2001,52.50,56.70,52.50,56.70,15397908,4.20,-4.20
25-09-2001,56.50,56.98,51.03,51.55,18633864,5.95,4.95
24-09-2001,54.25,56.63,53.65,54.92,21202840,2.98,-0.67
21-09-2001,58.94,58.94,54.14,54.14,13516836,4.80,4.80
20-09-2001,60.53,61.23,57.90,60.15,11001736,3.33,0.38
19-09-2001,63.75,65.70,60.88,61.53,10259952,4.82,2.22
18-09-2001,64.50,69.63,62.50,63.43,17489708,7.13,1.07
17-09-2001,62.75,66.25,60.25,65.44,17565052,6.00,-2.69
14-09-2001,72.50,72.74,65.25,65.25,6925952,7.49,7.25
13-09-2001,75.00,75.24,72.05,72.49,3887280,3.19,2.51
12-09-2001,72.75,75.38,70.64,74.88,6898008,4.74,-2.13
11-09-2001,76.25,76.69,75.75,76.27,3245120,0.94,-0.02
10-09-2001,76.75,77.25,75.75,76.02,2510856,1.50,0.73
07-09-2001,77.50,77.74,76.43,76.95,4039680,1.31,0.55
06-09-2001,78.00,78.98,77.25,77.88,3834480,1.73,0.12
05-09-2001,78.28,78.98,77.40,77.83,2476284,1.58,0.45
04-09-2001,77.38,79.13,77.15,78.67,3973476,1.98,-1.29
03-09-2001,77.53,78.60,77.44,78.20,2335740,1.16,-0.67
31-08-2001,79.42,79.88,77.28,77.54,8037080,2.60,1.88
30-08-2001,79.53,80.40,78.80,79.98,5889052,1.60,-0.45
29-08-2001,78.50,80.12,77.75,79.67,9244780,2.37,-1.17
28-08-2001,78.68,79.43,78.02,78.14,2521484,1.41,0.54
27-08-2001,79.44,79.94,78.25,78.79,3508640,1.69,0.65
24-08-2001,79.47,79.54,78.52,78.82,3380200,1.02,0.65
23-08-2001,79.75,80.48,78.88,79.19,3955776,1.60,0.56
21-08-2001,79.70,80.67,79.50,79.54,4238396,1.17,0.16
20-08-2001,79.25,80.43,78.78,79.37,5706160,1.65,-0.12
17-08-2001,81.00,82.20,78.93,79.33,9164892,3.27,1.67
16-08-2001,80.13,82.88,80.13,81.70,7702016,2.75,-1.57
14-08-2001,81.38,82.17,79.69,80.09,9593564,2.48,1.29
13-08-2001,84.75,86.23,81.13,81.52,5450636,5.10,3.23
10-08-2001,84.07,85.20,83.42,84.98,6137584,1.78,-0.91
09-08-2001,81.75,84.94,81.00,84.03,5797756,3.94,-2.28
08-08-2001,81.25,82.57,80.50,82.07,4822788,2.07,-0.82
07-08-2001,80.73,82.57,80.48,82.20,6925496,2.09,-1.47
06-08-2001,78.78,81.23,78.78,80.72,5250236,2.45,-1.94
03-08-2001,79.75,80.20,77.53,79.03,11130596,2.67,0.72
02-08-2001,77.80,80.00,77.38,79.60,4914916,2.62,-1.80
01-08-2001,79.50,80.60,78.10,78.68,5332644,2.50,0.82
31-07-2001,78.40,80.35,75.93,79.94,8763576,4.42,-1.54
30-07-2001,76.50,78.74,76.00,78.24,4538516,2.74,-1.74
27-07-2001,74.99,76.88,74.99,76.60,3611200,1.89,-1.61
26-07-2001,77.97,78.00,75.52,76.08,6625888,2.48,1.89
25-07-2001,78.50,78.94,77.09,77.64,3582824,1.85,0.86
24-07-2001,77.49,79.10,77.25,78.59,2381352,1.85,-1.10
23-07-2001,77.49,78.75,76.75,78.24,112536,2.00,-0.75
20-07-2001,81.25,81.75,77.67,78.09,5424008,4.08,3.16
19-07-2001,80.78,81.60,80.20,80.98,3515664,1.40,-0.20
18-07-2001,83.75,83.75,81.15,81.49,5895916,2.60,2.26
17-07-2001,81.25,84.03,81.25,83.42,4744776,2.78,-2.17
16-07-2001,84.50,85.57,82.39,82.74,4441160,3.18,1.76
13-07-2001,85.73,87.57,83.25,85.19,6583768,4.32,0.54
12-07-2001,85.03,85.73,84.35,85.24,4961460,1.38,-0.21
11-07-2001,83.00,85.50,82.25,84.53,3565964,3.25,-1.53
10-07-2001,82.00,83.73,81.80,83.53,4428828,1.93,-1.53
09-07-2001,80.25,82.72,79.03,82.05,6292172,3.69,-1.80
06-07-2001,81.73,82.28,80.90,81.30,4421948,1.38,0.43
05-07-2001,82.20,84.09,82.00,82.93,5889140,2.09,-0.73
04-07-2001,80.00,83.00,80.00,81.52,11474908,3.00,-1.52
03-07-2001,88.72,88.72,81.00,82.03,13592384,7.72,6.69
02-07-2001,93.50,97.23,88.25,89.42,2854032,8.98,4.08
29-06-2001,90.88,93.45,90.05,92.38,5213484,3.40,-1.50
28-06-2001,89.50,91.62,89.00,90.62,6743724,2.62,-1.12
27-06-2001,86.33,89.95,85.79,89.62,9095764,4.16,-3.29
26-06-2001,85.20,87.30,84.82,86.75,5228536,2.48,-1.55
25-06-2001,84.32,85.84,84.00,85.48,4244392,1.84,-1.16
22-06-2001,85.28,85.94,84.05,85.48,6297316,1.89,-0.20
21-06-2001,86.25,87.63,85.03,85.33,8086676,2.60,0.92
20-06-2001,86.69,87.00,85.14,86.15,6391988,1.86,0.54
19-06-2001,85.50,87.10,85.00,86.85,6911288,2.10,-1.35
18-06-2001,89.38,89.40,84.88,85.18,9832036,4.52,4.20
15-06-2001,90.50,90.50,88.27,89.42,7515104,2.23,1.08
14-06-2001,93.32,94.38,90.50,90.89,8865696,3.88,2.43
13-06-2001,92.87,94.25,92.54,93.63,5607080,1.71,-0.76
12-06-2001,92.28,92.88,91.93,92.63,2737060,0.95,-0.35
11-06-2001,93.00,93.23,91.59,92.82,6645080,1.64,0.18
08-06-2001,91.54,93.37,91.02,92.58,6980464,2.35,-1.04
07-06-2001,91.48,91.87,89.39,91.20,7734932,2.48,0.28
06-06-2001,93.60,94.09,91.04,91.47,5090764,3.05,2.13
05-06-2001,93.50,94.55,92.57,93.17,4880124,1.98,0.33
04-06-2001,95.25,96.20,93.00,93.74,4235436,3.20,1.51
01-06-2001,98.62,98.67,94.53,95.02,7775660,4.14,3.60
31-05-2001,97.25,98.50,95.75,98.25,6482324,2.75,-1.00
30-05-2001,101.23,101.63,97.49,97.64,11540480,4.14,3.59
29-05-2001,99.63,101.49,99.30,101.04,9700648,2.19,-1.41
28-05-2001,99.07,100.55,98.82,99.72,7895300,1.73,-0.65
25-05-2001,98.60,100.00,97.80,98.68,7941264,2.20,-0.08
24-05-2001,95.37,98.63,95.37,98.44,15257780,3.26,-3.07
23-05-2001,94.25,95.74,94.25,95.22,4339168,1.49,-0.97
22-05-2001,94.38,95.35,93.83,94.38,4420508,1.52,0.00
21-05-2001,92.82,95.34,92.57,94.09,6593564,2.77,-1.27
18-05-2001,96.13,96.37,93.19,93.48,7440068,3.18,2.65
17-05-2001,92.25,96.34,92.25,96.02,13735440,4.09,-3.77
16-05-2001,92.99,93.73,91.32,91.73,7153576,2.41,1.26
15-05-2001,89.54,92.92,87.07,92.70,15372788,5.85,-3.16
14-05-2001,88.75,90.53,88.75,90.12,4641840,1.78,-1.37
11-05-2001,89.17,90.34,88.57,89.04,5553816,1.77,0.13
10-05-2001,87.85,89.19,87.52,88.72,5040524,1.67,-0.87
09-05-2001,86.74,89.48,86.63,87.94,11514000,2.85,-1.20
08-05-2001,85.03,87.00,85.00,86.52,6174540,2.00,-1.49
07-05-2001,86.50,87.00,85.04,85.27,3109604,1.96,1.23
04-05-2001,85.69,86.63,85.25,85.68,3093864,1.38,0.01
03-05-2001,85.89,87.10,84.55,85.93,4357080,2.55,-0.04
02-05-2001,85.13,86.57,84.15,85.64,5547824,2.42,-0.51
30-04-2001,87.50,88.59,83.40,85.75,11094796,5.19,1.75
27-04-2001,88.00,88.00,83.33,86.97,8921240,4.67,1.03
26-04-2001,90.25,91.87,88.50,88.85,10051452,3.37,1.40
25-04-2001,87.75,91.00,87.75,90.02,10854280,3.25,-2.27
24-04-2001,87.75,88.50,86.18,87.47,8413452,2.32,0.28
23-04-2001,90.03,90.85,87.75,88.32,9066240,3.10,1.71
20-04-2001,91.90,93.75,88.42,90.00,12404220,5.33,1.90
19-04-2001,81.95,94.73,81.95,92.44,26323800,12.78,-10.49
18-04-2001,78.32,82.60,75.50,82.09,18089820,7.10,-3.77
17-04-2001,77.53,80.50,76.69,78.79,10991576,3.81,-1.26
16-04-2001,73.75,78.37,72.78,77.22,10685580,5.59,-3.47
12-04-2001,80.03,80.03,73.90,73.97,21481032,6.13,6.06
11-04-2001,82.13,84.18,76.50,80.32,19042660,7.68,1.81
10-04-2001,89.00,89.24,81.34,82.08,17285476,7.90,6.92
09-04-2001,95.00,95.75,88.13,89.38,20041984,7.62,5.62
06-04-2001,96.20,98.23,95.25,95.54,3412592,2.98,0.66
04-04-2001,97.27,97.27,94.50,95.78,4976028,2.77,1.49
03-04-2001,96.77,98.75,96.75,97.54,4733616,2.00,-0.77
02-04-2001,96.25,98.24,93.75,97.37,6036512,4.49,-1.12
30-03-2001,98.50,99.10,96.94,97.73,5313260,2.16,0.77
29-03-2001,99.98,101.49,98.25,99.00,8890656,3.24,0.98
28-03-2001,98.23,101.23,98.23,100.64,6895156,3.00,-2.41
27-03-2001,95.64,98.84,95.50,98.02,7477608,3.34,-2.38
26-03-2001,96.23,96.85,94.05,96.22,3818920,2.80,0.01
23-03-2001,97.82,100.45,93.60,94.78,9544356,6.85,3.04
22-03-2001,100.88,102.25,97.58,98.00,6766768,4.67,2.88
21-03-2001,93.63,100.98,93.50,100.65,9563184,7.48,-7.02
20-03-2001,95.63,96.13,92.53,93.50,5291624,3.60,2.13
19-03-2001,93.75,96.73,93.75,95.64,4012588,2.98,-1.89
16-03-2001,98.87,99.93,94.65,96.10,14039368,5.28,2.77
15-03-2001,98.77,100.18,97.50,99.42,7859648,2.68,-0.65
14-03-2001,96.00,101.13,95.53,99.23,11401392,5.60,-3.23
13-03-2001,101.75,104.75,94.39,97.30,22679816,10.36,4.45
12-03-2001,100.00,103.07,102.59,102.59,9143152,0.48,-2.59
09-03-2001,103.25,99.78,99.78,99.78,13737808,0.00,3.47
08-03-2001,103.38,105.20,102.15,103.37,11657544,3.05,0.01
07-03-2001,102.73,105.39,99.75,103.13,27686956,5.64,-0.40
05-03-2001,104.97,106.48,100.50,102.37,34276428,5.98,2.60
02-03-2001,110.50,112.95,103.75,104.37,41270644,9.20,6.13
01-03-2001,103.82,111.50,103.82,109.89,44010140,7.68,-6.07
28-02-2001,100.88,104.95,100.78,103.53,31730556,4.17,-2.65
27-02-2001,101.50,102.32,99.18,100.69,18222624,3.14,0.81
26-02-2001,102.57,103.25,100.58,101.37,20262460,2.67,1.20
23-02-2001,104.48,105.15,101.75,102.43,27315824,3.40,2.05
22-02-2001,103.89,104.88,102.25,104.25,21458820,2.63,-0.36
21-02-2001,105.75,106.23,103.08,103.73,28191836,3.15,2.02
20-02-2001,106.24,106.72,105.32,105.99,21568552,1.40,0.25
19-02-2001,106.00,106.84,104.55,106.20,24327812,2.29,-0.20
16-02-2001,105.75,107.59,105.28,105.94,34487800,2.31,-0.19
15-02-2001,103.84,106.33,103.38,105.53,50794784,2.95,-1.69
14-02-2001,103.00,104.23,102.27,103.84,32953240,1.96,-0.84
13-02-2001,100.48,103.00,99.28,102.67,62079096,3.72,-2.19
12-02-2001,100.07,101.68,98.88,100.25,26597324,2.80,-0.18
09-02-2001,99.00,100.48,98.52,99.54,30210692,1.96,-0.54
08-02-2001,98.30,99.25,97.63,99.03,11359580,1.62,-0.73
07-02-2001,99.54,99.73,98.02,98.45,13338320,1.71,1.09
06-02-2001,100.02,100.90,99.00,99.19,21098824,1.90,0.83
05-02-2001,98.75,100.18,97.75,99.97,45365592,2.43,-1.22
02-02-2001,96.28,98.89,95.88,98.59,33148460,3.01,-2.31
01-02-2001,95.82,97.15,93.25,96.30,42302340,3.90,-0.48
31-01-2001,97.38,97.75,95.83,96.04,27408068,1.92,1.34
30-01-2001,94.75,97.68,94.75,97.47,48328476,2.93,-2.72
29-01-2001,93.78,94.70,92.14,94.44,20120632,2.56,-0.66
25-01-2001,94.80,95.85,94.28,95.37,15466784,1.57,-0.57
24-01-2001,95.60,95.98,94.50,95.05,22566336,1.48,0.55
23-01-2001,93.98,96.19,93.90,95.37,43181888,2.29,-1.39
22-01-2001,93.00,93.95,92.25,93.68,29093236,1.70,-0.68
19-01-2001,91.50,93.43,91.28,92.19,23400032,2.15,-0.69
18-01-2001,90.27,91.63,90.27,91.18,9232304,1.36,-0.91
17-01-2001,92.48,92.63,90.15,90.48,13697428,2.48,2.00
16-01-2001,88.77,92.50,88.63,92.28,37911500,3.87,-3.51
15-01-2001,88.75,89.37,88.00,89.13,6831236,1.37,-0.38
12-01-2001,89.25,89.65,88.48,88.58,10167524,1.17,0.67
11-01-2001,88.19,89.42,87.78,89.07,12613852,1.64,-0.88
